rank;Youtuber;subscribers;video views;category;Title;uploads;Country;Abbreviation;channel_type;video_views_for_the_last_30_days;lowest_monthly_earnings;highest_monthly_earnings;lowest_yearly_earnings;highest_yearly_earnings;subscribers_for_last_30_days;created_year;created_month;created_date;Gross tertiary education enrollment (%)
334;DUDU e CAROL;21600000;9597894786.00;Autos & Vehicles;DUDU e CAROL;2942.00;Brazil;BR;Entertainment;193174000;48300;772700;579500;9300000;300000;2013;Mar;2;51.3
371;Bizarrap;20600000;7657171980.00;Comedy;Bizarrap;83.00;Argentina;AR;Entertainment;193176000;48300;772700;579500;9300000;200000;2017;Jan;15;90
335;Village Cooking Channel;21600000;5863377051.00;Howto & Style;Village Cooking Channel;219.00;India;IN;Howto;194604000;48700;778400;583800;9300000;400000;2018;Apr;25;28.1
375;Ninja Kidz TV;20500000;11009148579.00;Entertainment;Ninja Kidz TV;296.00;United States;US;Entertainment;195203000;48800;780800;585600;9400000;100000;2017;Feb;9;88.2
230;Post Malone;25500000;14401218086.00;Music;Post Malone;78.00;United States;US;Music;195499000;48900;782000;586500;9400000;100000;2011;Dec;15;88.2
460;Willie Salim;18500000;4051072188.00;People & Blogs;Willie Salim;679.00;Indonesia;ID;People;197369000;49300;789500;592100;9500000;1600000;2014;Jan;6;36.3
4;Cocomelon - Nursery Rhymes;162000000;16400000000000.00;Education;Cocomelon - Nursery Rhymes;966.00;United States;US;Education;1975000000;493800;7900000;5900000;94800000;1000000;2006;Sep;1;88.2
326;Stokes Twins;21800000;4469711607.00;People & Blogs;Stokes Twins;257.00;United States;US;People;197953000;49500;791800;593900;9500000;600000;2008;Apr;11;88.2
233;Coldplay;25300000;17331663193.00;Music;Coldplay;398.00;United Kingdom;GB;Music;198875000;49700;795500;596600;9500000;100000;2010;Jan;3;60
561;Jordan Matter;16600000;5819508534.00;Entertainment;Jordan Matter;413.00;United States;US;Entertainment;199033000;49800;796100;597100;9600000;300000;2006;Dec;21;88.2
797;Luli Pampï¿½;14000000;8623705301.00;Music;Luli Pampï¿½;294.00;Spain;ES;Music;201659000;50400;806600;605000;9700000;100000;2012;Dec;22;88.9
132;Eros Now Music;32700000;17853798780.00;Entertainment;Mzaalo;1521.00;India;IN;Entertainment;20263000;5100;81100;60800;972600;40000;2012;Mar;14;28.1
40;Ed Sheeran;53500000;30367676736.00;Music;Ed Sheeran;383.00;United Kingdom;GB;Music;202720000;50700;810900;608200;9700000;100000;2006;Aug;8;60
91;Daddy Yankee;38000000;22731415608.00;Music;Daddy Yankee;505.00;United States;US;Music;205594000;51400;822400;616800;9900000;100000;2011;May;16;88.2
495;MSA previously My Story Animated;17800000;8588704539.00;Film & Animation;MSA Previously My Story Animated;26.00;United States;US;People;20708;5;83;62;994;2960;2021;Nov;9;88.2
656;Sony LIV;15200000;7151683497.00;Entertainment;Sony LIV;11099.00;India;IN;Entertainment;210909000;52700;843600;632700;10100000;300000;2014;May;2;28.1
122;SSSniperWolf;33700000;23492684419.00;Gaming;SSSniperWolf;3366.00;United States;US;Entertainment;210955000;52700;843800;632900;10100000;200000;2013;Jan;20;88.2
102;YouTube;36300000;3010784935.00;News & Politics;YouTube;744.00;United States;US;Entertainment;21103000;5300;84400;63300;1000000;300000;1970;Jan;1;88.2
765;RS 1313 SHORTS;14400000;8011977288.00;Entertainment;RS 1313 SHORTS;5628.00;India;IN;Entertainment;212639000;53200;850600;637900;10200000;200000;2020;Oct;24;28.1
966;Mundo Bita;12500000;16690788752.00;Music;Mundo Bita;253.00;Brazil;BR;Music;213700000;53400;854800;641100;10300000;100000;2011;Sep;29;51.3
929;Right to Shiksha;12800000;7876740921.00;Education;Right to Shiksha;2044.00;India;IN;Education;213738000;53400;855000;641200;10300000;300000;2020;Apr;23;28.1
406;Gusttavo Lima Oficial;19900000;13917423958.00;Music;Gusttavo Lima Oficial;416.00;Brazil;BR;Music;214803000;53700;859200;644400;10300000;100000;2010;Nov;9;51.3
821;Think Music India;13800000;11039343563.00;Music;Think Music India;4978.00;India;IN;Music;217106000;54300;868400;651300;10400000;200000;2009;Aug;15;28.1
392;CookieSwirlC;20100000;23353115850.00;Entertainment;CookieSwirlC;3774.00;United States;US;Games;221702000;55400;886800;665100;10600000;200000;2013;Nov;3;88.2
826;NishaMadhulika;13700000;2939201386.00;Howto & Style;NishaMadhulika;2158.00;India;IN;Howto;22235000;5600;88900;66700;1100000;100000;2009;Aug;2;28.1
587;Thairath Online;16200000;14563841315.00;News & Politics;Thairath Online;244899.00;Thailand;TH;News;224756000;56200;899000;674300;10800000;100000;2010;Sep;27;49.3
153;The Tonight Show Starring Jimmy Fallon;31200000;17111726160.00;Comedy;The Tonight Show Starring Jimmy Fallon;8976.00;United States;US;Comedy;22511000;0;0;0;0;100000;2006;Jan;8;88.2
1;T-Series;245000000;22800000000000.00;Music;T-Series;20082.00;India;IN;Music;2258000000;564600;9000000;6800000;108400000;2000000;2006;Mar;13;28.1
717;Canal Nostalgia;14700000;1506796393.00;Entertainment;Canal Nostalgia TV;554.00;Spain;ES;Entertainment;226420;57;906;679;10900;600;2010;Feb;19;88.9
183;Aditya Movies;28400000;10062770060.00;Movies;Aditya Movies;5436.00;India;IN;Film;227355000;56800;909400;682100;10900000;500000;2012;Feb;23;28.1
851;Codiscos;13400000;11789678655.00;Music;Codiscos;7356.00;Colombia;CO;Music;228902000;57200;915600;686700;11000000;100000;2007;Feb;8;55.3
928;Adam W;12800000;9502983550.00;Comedy;Adam W;681.00;United States;US;Comedy;228951000;57200;915800;686900;11000000;200000;2015;Oct;4;88.2
903;Calon Sarjana;13000000;10664585.00;Entertainment;Calon Sarjana;29.00;Indonesia;ID;Entertainment;2292000000;0;0;0;0;300000;2016;Jan;20;36.3
222;Indosiar;25900000;11372071889.00;Music;Indosiar;65286.00;Indonesia;ID;Entertainment;230183000;57500;920700;690500;11000000;600000;2013;Sep;23;36.3
418;DaFuq!?Boom!;19600000;7906181776.00;Film & Animation;DaFuq!?Boom!;214.00;United States;US;Entertainment;2304000000;576000;9200000;6900000;110600000;6700000;2016;Jun;6;88.2
33;Wave Music;58000000;40602020243.00;Music;Wave Music;19487.00;India;IN;Music;232025000;58000;928100;696100;11100000;500000;2014;Oct;29;28.1
48;Shemaroo;47400000;22519705183.00;Entertainment;Shemaroo;11451.00;India;IN;Entertainment;232744000;58200;931000;698200;11200000;500000;2007;Sep;1;28.1
54;Voot Kids;45500000;21388725229.00;Entertainment;Voot Kids;4660.00;India;IN;Entertainment;233988000;58500;936000;702000;11200000;400000;2016;Nov;23;28.1
323;Zach Choi ASMR;21900000;5918314128.00;People & Blogs;Zach Choi ASMR;946.00;United States;US;People;234222000;58600;936900;702700;11200000;400000;2014;Jul;5;88.2
963;Family Fitness;12500000;10384848759.00;Entertainment;Family Fitness;1699.00;India;IN;Entertainment;235715000;58900;942900;707100;11300000;400000;2017;Jan;18;28.1
347;Azhan5star;21300000;10047736580.00;Entertainment;Azhan5star;669.00;India;IN;Entertainment;236293000;59100;945200;708900;11300000;600000;2021;Feb;2;28.1
422;JukiLop;19400000;1577859332.00;People & Blogs;JukiLop;85.00;Mexico;MX;People;2382000;595;9500;7100;114300;100000;2017;Sep;15;40.2
112;Ryan's World;35200000;55299840198.00;Entertainment;Ryan's World;2453.00;United States;US;Entertainment;238613000;59700;954500;715800;11500000;200000;2015;Mar;17;88.2
830;infobells;13700000;5178142148.00;Education;infobells;495.00;India;IN;Education;23893000;6000;95600;71700;1100000;100000;2011;Oct;20;28.1
995;Make Joke Of;12300000;2129773714.00;Comedy;Make Joke Of;62.00;India;IN;Comedy;24000000;6000;96000;72000;1200000;100000;2017;Aug;1;28.1
978;Timba Vk;12400000;2840137980.00;Gaming;Timba Vk;1024.00;Spain;ES;Games;24022000;6000;96100;72100;1200000;100000;2012;Jun;16;88.9
614;Dear Sir;15800000;1349288771.00;Education;Dear Sir;633.00;India;IN;Education;24056000;6000;96200;72200;1200000;200000;2016;Dec;13;28.1
687;Sony Music South;15000000;9978734160.00;Music;Sony Music South;2726.00;India;IN;Music;242185000;60500;968700;726600;11600000;300000;2014;Aug;6;28.1
151;Peppa Pig - Official Channel;31400000;22919271731.00;Film & Animation;Peppa Pig - Official Channel;3589.00;United Kingdom;GB;Education;244925000;61200;979700;734800;11800000;300000;2013;Oct;9;60
127;KHANDESHI MOVIES;33500000;11405809704.00;Comedy;KHANDESHI MOVIES;217.00;India;IN;Comedy;24736000;6200;98900;74200;1200000;100000;2013;Nov;11;28.1
703;Bayashi TV;14900000;8615618825.00;Entertainment;ýýýýýýýýýýýýýýýýýýBAYASHITV;93.00;Japan;JP;Autos;2477;62;10;7;119;9;2012;Nov;19;63.2
887;Ryan Trahan;13100000;2182651464.00;Entertainment;Ryan Trahan;33.00;United States;US;People;248;6;99;74;12;1;2022;Jun;27;88.2
677;MoreAliA;15000000;4352427049.00;Gaming;MoreAliA;2324.00;United Kingdom;GB;Games;250995000;62700;1000000;753000;12000000;600000;2013;May;6;60
97;Maria Clara & JP;37000000;24188861917.00;People & Blogs;Maria Clara & JP;744.00;Brazil;BR;Entertainment;251449000;62900;1000000;754300;12100000;300000;2015;Sep;6;51.3
26;Shemaroo Filmi Gaane;65600000;28648024439.00;Music;Shemaroo Filmi Gaane;8502.00;India;IN;Music;254961000;63700;1000000;764900;12200000;400000;2010;Jun;11;28.1
783;Neha Kakkar;14100000;2131548711.00;Music;Neha Kakkar;149.00;India;IN;Music;25605000;6400;102400;76800;1200000;100000;2012;Oct;22;28.1
586;POPS Kids;16200000;9763592867.00;Music;POPS Kids;3943.00;Vietnam;VN;Film;256733000;64200;1000000;770200;12300000;200000;2014;Jan;14;28.5
617;Rotten Tomatoes Trailers;15800000;13116313599.00;Film & Animation;Rotten Tomatoes Trailers;10441.00;United States;US;Film;25738000;6400;103000;77200;1200000;100000;2011;Apr;1;88.2
482;SonyMusicSouthVEVO;18000000;17921124985.00;Music;SonyMusicSouthVEVO;5692.00;United States;US;Music;257597000;64400;1000000;772800;12400000;100000;2014;Jul;14;88.2
35;Sony Music India;57200000;28837144516.00;Music;Sony Music India;3882.00;India;IN;Music;259310000;64800;1000000;777900;12400000;300000;2009;Sep;2;28.1
36;EminemMusic;56900000;27073872856.00;Music;EminemMusic;156.00;United States;US;Music;260193000;65000;1000000;780600;12500000;300000;2007;Feb;9;88.2
172;ashish chanchlani vines;29800000;4457913639.00;Comedy;ashish chanchlani vines;151.00;India;IN;Comedy;26171000;6500;104700;78500;1300000;100000;2009;Jul;6;28.1
385;Ami Rodriguez;20200000;2951914200.00;Entertainment;Ami Rodriguez;460.00;Colombia;CO;Entertainment;263864000;66000;1100000;791600;12700000;1600000;2009;Jul;20;55.3
82;Mikecrack;39100000;16118181673.00;Gaming;Mikecrack;1876.00;Spain;ES;Games;264108000;66000;1100000;792300;12700000;800000;2015;Jul;13;88.9
818;123 GO! Spanish;13800000;5019136690.00;People & Blogs;123 GO! Spanish;520.00;Mexico;MX;Howto;26519000;6600;106100;79600;1300000;100000;2019;Mar;13;40.2
44;BillionSurpriseToys  - Nursery Rhymes & Cartoons;52200000;9877365274.00;Education;BillionSurpriseToys  - Nursery Rhymes & Cartï¿½;847.00;United States;US;Education;266747000;66700;1100000;800200;12800000;600000;2013;Oct;25;88.2
96;ABP NEWS;37000000;13102611515.00;People & Blogs;ABP NEWS;301308.00;India;IN;News;267060000;66800;1100000;801200;12800000;400000;2012;Jun;1;28.1
600;Disney Junior;16100000;15812009296.00;Entertainment;Disney Junior;4045.00;United States;US;Entertainment;267131000;66800;1100000;801400;12800000;300000;2008;Apr;22;88.2
795;TV Ana Emilia;14000000;4674164601.00;People & Blogs;TV Ana Emilia;651.00;Mexico;MX;Entertainment;26783000;6700;107100;80300;1300000;100000;2014;Dec;30;40.2
352;Baim Paula;21100000;4526271677.00;People & Blogs;Baim Paula;2325.00;Indonesia;ID;Entertainment;26974000;6700;107900;80900;1300000;100000;2016;Jun;4;36.3
147;Dream;31700000;2930015381.00;Gaming;Dream;116.00;United States;US;Games;27022000;6800;108100;81100;1300000;200000;2014;Feb;8;88.2
125;Rajshri;33500000;14864294792.00;Music;Rajshri;3741.00;India;IN;Entertainment;272255000;68100;1100000;816800;13100000;500000;2006;Mar;24;28.1
423;etvteluguindia;19400000;23038014291.00;Entertainment;etvteluguindia;125974.00;India;IN;Entertainment;272917000;68200;1100000;818800;13100000;200000;2010;Mar;15;28.1
238;The Lallantop;25200000;10409352249.00;News & Politics;The Lallantop;51129.00;India;IN;News;273920000;68500;1100000;821800;13100000;300000;2015;Mar;23;28.1
416;Sony AATH;19600000;13930021471.00;Shows;Sony AATH;18661.00;United States;US;Entertainment;274212000;68600;1100000;822600;13200000;300000;2013;Nov;13;88.2
507;MissaSinfonia;17600000;2274007523.00;Comedy;MissaSinfonia;233.00;Mexico;MX;Comedy;27445000;6900;109800;82300;1300000;100000;2011;Jan;5;40.2
542;Danny Fitt;16900000;9544277833.00;People & Blogs;Danny Fitt;2337.00;United States;US;Entertainment;275264000;68800;1100000;825800;13200000;700000;2016;Dec;31;88.2
487;RobleisIUTU;17900000;5168721499.00;Entertainment;RobleisIUTU;1344.00;Argentina;AR;Games;27545000;6900;110200;82600;1300000;100000;2013;Apr;15;90
206;Beast Reacts;26700000;4388047013.00;People & Blogs;Beast Reacts;241.00;United States;US;Entertainment;276187000;69000;1100000;828600;13300000;1200000;2016;Apr;24;88.2
397;7clouds;20100000;14816075927.00;Music;7clouds;2384.00;United States;US;Music;276751000;69200;1100000;830300;13300000;300000;2013;May;25;88.2
585;JJ Olatunji;16200000;4076692623.00;Gaming;JJ Olatunji;1294.00;United Kingdom;GB;Entertainment;27808000;7000;111200;83400;1300000;100000;2011;Jan;26;60
639;Harsh Beniwal;15400000;1781226000.00;Comedy;Harsh Beniwal;165.00;India;IN;Comedy;27963000;7000;111900;83900;1300000;100000;2015;May;6;28.1
242;Anuel AA;25000000;14827085149.00;Music;Anuel AA;147.00;Colombia;CO;Music;284144000;71000;1100000;852400;13600000;300000;2016;Sep;8;55.3
357;Dr. Vivek Bindra: Motivational Speaker;20900000;1693149479.00;Education;Dr. Vivek Bindra: Motivational Speaker;896.00;India;IN;Education;28588000;7100;114400;85800;1400000;100000;2013;Dec;6;28.1
429;Sonotek;19200000;7590582024.00;Entertainment;Sonotek;8285.00;India;IN;Music;28678000;7200;114700;86000;1400000;100000;2011;Jan;11;28.1
185;infobells - Telugu;28300000;14814192034.00;Education;infobells - Telugu;505.00;India;IN;Education;288110000;72000;1200000;864300;13800000;800000;2014;Mar;13;28.1
108;IndiaTV;35500000;16105023749.00;News & Politics;IndiaTV;273255.00;India;IN;News;290847000;72700;1200000;872500;14000000;600000;2006;Aug;26;28.1
916;Top Viral Talent;12900000;3643698504.00;Entertainment;Top Viral Talent;1598.00;United States;US;Entertainment;29379000;7300;117500;88100;1400000;100000;2014;Jan;2;88.2
684;Kwebbelkop;15000000;6889304306.00;Gaming;Kwebbelkop;5198.00;United States;US;Film;29724000;7400;118900;89200;1400000;100000;2008;Apr;2;88.2
901;Davie504;13000000;2683297849.00;Entertainment;Davie504;838.00;Italy;IT;Entertainment;29870000;7500;119500;89600;1400000;100000;2011;May;18;61.9
443;TED-Ed;18800000;3654621568.00;Education;TED-Ed;2072.00;United States;US;Education;29874000;7500;119500;89600;1400000;100000;2011;Mar;1;88.2
359;Brave Wilderness;20900000;4927879069.00;Pets & Animals;Brave Wilderness;982.00;United States;US;Animals;2989000;0;0;0;0;100000;2014;Sep;8;88.2
860;The Q;13400000;4306212515.00;People & Blogs;Tom Duggan;96.00;United States;US;Sports;3;0;1;1;14;1;2006;Jan;17;88.2
177;Enaldinho;29200000;11627437847.00;Comedy;Enaldinho;3654.00;Brazil;BR;Games;303100000;75800;1200000;909300;14500000;1000000;2012;Nov;7;51.3
293;unknown boy varun;23100000;9299371231.00;Music;unknown boy varun;456.00;India;IN;Music;304021000;76000;1200000;912100;14600000;700000;2016;Sep;27;28.1
904;Lofi Girl;13000000;1698279553.00;Music;Lofi Girl;409.00;France;FR;Music;30471000;7600;121900;91400;1500000;100000;2015;Mar;18;65.6
47;Get Movies;47500000;30788679536.00;Entertainment;Get Movies;3322.00;Russia;RU;Film;306540000;76600;1200000;919600;14700000;700000;2006;Dec;16;81.9
834;DALLMYD;13600000;1948925559.00;Sports;DALLMYD;412.00;United States;US;Sports;30677000;7700;122700;92000;1500000;100000;2011;Feb;1;88.2
196;JYP Entertainment;27400000;19883150017.00;Music;JYP Entertainment;1753.00;South Korea;KR;Music;307631000;76900;1200000;922900;14800000;200000;2008;Jan;25;94.3
985;bharatzkitchen HINDI;12400000;2315226648.00;Howto & Style;bharatzkitchen HINDI;729.00;India;IN;Howto;30968000;7700;123900;92900;1500000;100000;2016;Aug;10;28.1
148;Lucas and Marcus;31600000;11615848291.00;Entertainment;Lucas and Marcus;1321.00;United States;US;Entertainment;312099000;78000;1200000;936300;15000000;400000;2011;Jan;19;88.2
689;Ray William Johnson;15000000;10239836582.00;Entertainment;Ray William Johnson;1803.00;United States;US;Comedy;312858000;78200;1300000;938600;15000000;200000;2008;May;26;88.2
50;SonyMusicIndiaVEVO;46600000;27286058807.00;Music;SonyMusicIndiaVEVO;3444.00;United States;US;Music;314505000;78600;1300000;943500;15100000;400000;2009;Sep;2;88.2
157;Round2hell;30700000;3145161634.00;Comedy;Round2hell;67.00;India;IN;Entertainment;31822000;8000;127300;95500;1500000;300000;2016;Oct;20;28.1
228;TaylorSwiftVEVO;25600000;25592378292.00;Music;TaylorSwiftVEVO;287.00;United States;US;Music;318593000;79600;1300000;955800;15300000;100000;2009;May;12;88.2
875;HUBAï¿½ï¿½;13200000;9884886099.00;Entertainment;HUBAï¿½ï¿½;538.00;United States;US;Entertainment;319647000;79900;1300000;958900;15300000;500000;2021;Feb;20;88.2
93;Like Nastya ESP;37600000;18208196857.00;Entertainment;Like Nastya ESP;743.00;United States;US;Entertainment;321026000;80300;1300000;963100;15400000;700000;2017;Apr;22;88.2
421;DLS News;19400000;2255542592.00;News & Politics;DLS News;4750.00;India;IN;News;32111000;8000;128400;96300;1500000;100000;2017;Jul;5;28.1
943;Go Ami Go!;12700000;1714955279.00;People & Blogs;Go Ami Go!;252.00;Colombia;CO;People;327600000;81900;1300000;982800;15700000;1500000;2015;Dec;3;55.3
134;DisneyMusicVEVO;32700000;28516250629.00;Music;DisneyMusicVEVO;2068.00;United States;US;Music;329861000;82500;1300000;989600;15800000;300000;2010;May;20;88.2
584;T3ddy;16200000;2990185467.00;Comedy;T3ddy;1930.00;Brazil;BR;People;33015000;8300;132100;99000;1600000;100000;2012;Jan;16;51.3
109;T-Series Bollywood Classics;35400000;22637783517.00;Music;T-Series Bollywood Classics;2010.00;India;IN;Music;331474000;82900;1300000;994400;15900000;500000;2012;Apr;2;28.1
243;Dan Rhodes;24800000;17387583720.00;Entertainment;Dan Rhodes;1644.00;United Kingdom;GB;Entertainment;331889000;83000;1300000;995700;15900000;500000;2015;Oct;30;60
522;Taarak Mehta Ka Ooltah Chashmah;17300000;11371738047.00;Entertainment;Taarak Mehta Ka Ooltah Chashmah;4778.00;India;IN;Entertainment;331944000;83000;1300000;995800;15900000;300000;2014;Aug;4;28.1
807;T-Series Regional;13900000;5217553897.00;Entertainment;T-Series Regional;15075.00;India;IN;Music;33484000;8400;133900;100500;1600000;100000;2011;Feb;14;28.1
623;Prime Video India;15700000;8696631898.00;Entertainment;Prime Video India;7090.00;United States;US;Entertainment;335111000;83800;1300000;1000000;16100000;1200000;2016;Oct;3;88.2
113;Genevieve's Playhouse - Learning Videos for Kids;34900000;25607397308.00;Education;Genevieve's Playhouse - Learning Videos for ï¿½;617.00;United States;US;Film;335307000;83800;1300000;1000000;16100000;300000;2016;Jan;6;88.2
53;Fernanfloo;46100000;10323391593.00;Gaming;Fernanfloo;543.00;El Salvador;SV;Games;33842000;8500;135400;101500;1600000;200000;2011;May;2;29.4
682;XpressTV;15000000;4008801873.00;Entertainment;XpressTV;724.00;Mexico;MX;Entertainment;33880000;8500;135500;101600;1600000;100000;2014;Nov;17;40.2
891;Lokdhun Punjabi;13100000;4712624489.00;Music;Lokdhun Punjabi;1262.00;India;IN;Music;34438000;8600;137800;103300;1700000;100000;2010;Dec;27;28.1
499;jaanvi patel;17700000;7912733203.00;People & Blogs;jaanvi patel;512.00;India;IN;People;346753000;86700;1400000;1000000;16600000;900000;2018;Jul;18;28.1
723;Colors Rishtey;14700000;12362331529.00;Entertainment;Colors Rishtey;23490.00;India;IN;Entertainment;347603000;86900;1400000;1000000;16700000;400000;2013;Nov;28;28.1
964;Zee Tamil;12500000;11552190002.00;Entertainment;Zee Tamil;102699.00;India;IN;Entertainment;349940000;87500;1400000;1000000;16800000;200000;2008;Aug;26;28.1
843;Awakening Music;13500000;5545936485.00;Music;Awakening Music;814.00;United Kingdom;GB;Music;35309000;8800;141200;105900;1700000;100000;2006;Dec;25;60
787;Supercar Blondie;14100000;5405563355.00;Autos & Vehicles;Supercar Blondie;855.00;United Arab Emirates;AE;Autos;353259000;88300;1400000;1100000;17000000;500000;2007;Sep;12;36.8
64;Shakira;43500000;27568757295.00;People & Blogs;Shakira;326.00;Colombia;CO;Howto;353412000;88400;1400000;1100000;17000000;500000;2005;Oct;16;55.3
297;DrossRotzank;23000000;6041264489.00;Entertainment;DrossRotzank;1598.00;Argentina;AR;Entertainment;35539000;8900;142200;106600;1700000;100000;2006;Mar;9;90
760;Coke Studio;14400000;4035738731.00;Music;Rohail Hyatt;450.00;United States;US;Music;3557000;889;14200;10700;170700;10000;2008;Jun;4;88.2
152;YOLO AVENTURAS;31200000;9673649438.00;People & Blogs;YOLO AVENTURAS;65.00;Venezuela;VE;Comedy;3589;9;14;11;172;100;2018;Dec;16;79.3
651;Mazhavil Manorama;15300000;16545966132.00;Entertainment;Mazhavil Manorama;87864.00;India;IN;Entertainment;361483000;90400;1400000;1100000;17400000;300000;2011;Oct;31;28.1
720;Chad Wild Clay;14700000;6751985988.00;Comedy;Chad Wild Clay;698.00;United States;US;Entertainment;36338000;9100;145400;109000;1700000;100000;2006;Mar;26;88.2
540;VICE;16900000;4609753237.00;Entertainment;VICE;3900.00;United States;US;Entertainment;36357000;9100;145400;109100;1700000;100000;2005;Dec;16;88.2
284;Tilak;23400000;9465863821.00;Film & Animation;Tilak;6672.00;India;IN;Film;367347000;91800;1500000;1100000;17600000;900000;2020;Oct;10;28.1
780;SEVENGERS;14200000;10238593147.00;Comedy;SEVENGERS;872.00;India;IN;Comedy;367898000;92000;1500000;1100000;17700000;400000;2018;Jun;4;28.1
645;zayn;15400000;4909687948.00;Music;zayn;21.00;United States;US;Music;36790000;9200;147200;110400;1800000;100000;2016;Jan;26;88.2
909;Susy Mouriz;13000000;6270909026.00;Entertainment;Susy Mouriz;1299.00;Mexico;MX;Entertainment;368437000;92100;1500000;1100000;17700000;600000;2017;Mar;18;40.2
503;News 24;17700000;8396875537.00;News & Politics;24 ï¿½ï¿½ï¿½ï;211620.00;Ukraine;UA;News;370779000;92700;1500000;1100000;17800000;230000;2006;Feb;5;82.7
530;TheBrianMaps;17100000;4448334716.00;Comedy;TheBrianMaps;498.00;Russia;RU;Entertainment;37164000;9300;148700;111500;1800000;100000;2012;Jun;4;81.9
135;The Weeknd;32600000;23379969006.00;Music;The Weeknd;169.00;Canada;CA;Music;373828000;93500;1500000;1100000;17900000;200000;2011;Feb;25;68.9
823;Goldmines Premiere;13700000;1973638757.00;Entertainment;Goldmines Premiere;975.00;India;IN;Film;37648000;9400;150600;112900;1800000;100000;2013;Oct;12;28.1
712;Beast Philanthropy;14800000;272678287.00;People & Blogs;Beast Philanthropy;34.00;Germany;DE;Games;37883;9;152;114;1800;3580;2015;Jan;31;70.2
900;DJ Khaled;13100000;6637820731.00;Music;DjKhaled;12.00;Samoa;WS;Music;379;9;2;1;18;3;2006;May;27;7.6
589;XO TEAM;16200000;14784781923.00;People & Blogs;XO TEAM Family;189.00;United States;US;People;37911;9;152;114;1800;1000;2020;Sep;12;88.2
825;The Vishal bhatt;13700000;9596430464.00;Comedy;The Vishal bhatt;1040.00;India;IN;Comedy;379240000;94800;1500000;1100000;18200000;600000;2021;Aug;15;28.1
457;Marmok;18500000;3457618361.00;Gaming;Marmok;374.00;Russia;RU;Games;38282000;9600;153100;114800;1800000;100000;2008;Apr;27;81.9
360;LIV Crime;20900000;11058049885.00;People & Blogs;LIV Crime;9850.00;United States;US;People;383700000;95900;1500000;1200000;18400000;600000;2020;Aug;18;88.2
994;RobTopGames;12300000;374123483.00;Gaming;RobTopGames;39.00;Sweden;SE;Games;3871000;968;15500;11600;185800;100000;2012;May;9;67
479;How Ridiculous;18000000;9601137077.00;Sports;How Ridiculous;650.00;Australia;AU;Sports;391298000;97800;1600000;1200000;18800000;600000;2009;Sep;9;113.1
403;Gordon Ramsay;20000000;3875172235.00;Entertainment;Gordon Ramsay;1527.00;United Kingdom;GB;Entertainment;39228000;9800;156900;117700;1900000;200000;2006;Apr;29;60
513;News18 India;17500000;7263619576.00;News & Politics;News18 India;182742.00;India;IN;News;394106000;98500;1600000;1200000;18900000;700000;2007;Oct;25;28.1
859;Peet Montzingo;13400000;10022557589.00;People & Blogs;Peet Montzingo;319.00;United States;US;People;397715000;99400;1600000;1200000;19100000;500000;2014;Jun;1;88.2
702;TazerCraft;14900000;5956193599.00;Gaming;TazerCraft;4175.00;Brazil;BR;Games;39775000;9900;159100;119300;1900000;100000;2011;Jul;13;51.3
307;Heroindori;22600000;9223534599.00;Comedy;Heroindori;495.00;India;IN;Entertainment;399152000;99800;1600000;1200000;19200000;1400000;2020;Jun;29;28.1
597;Daily Dose Of Internet;16100000;6872702790.00;Entertainment;Daily Dose Of Internet;671.00;United States;US;Entertainment;399807000;100000;1600000;1200000;19200000;300000;2015;Jul;15;88.2
258;Alejo Igoa;24100000;10999000479.00;Comedy;Alejo Igoa;802.00;Argentina;AR;Entertainment;401512000;100400;1600000;1200000;19300000;600000;2014;Jan;17;90
121;Galinha Pintadinha;33800000;27274550757.00;Film & Animation;Galinha Pintadinha;66.00;Brazil;BR;Film;403508000;100900;1600000;1200000;19400000;200000;2006;Aug;30;51.3
725;Camila Loures;14700000;4684983333.00;Music;Camila Loures;3978.00;Brazil;BR;Entertainment;40975000;10200;163900;122900;2000000;100000;2014;May;27;51.3
381;Emiway Bantai;20400000;3579555124.00;Music;Emiway Bantai;239.00;India;IN;Music;41289000;10300;165200;123900;2000000;100000;2013;May;3;28.1
769;Super Polina;14300000;4776507159.00;People & Blogs;Super Polina;576.00;United States;US;Entertainment;413774;103;1700;1200;19900;100000;2014;Jul;8;88.2
90;Sony PAL;38200000;28519339489.00;Shows;Sony PAL;24089.00;India;IN;Entertainment;415914000;104000;1700000;1200000;20000000;500000;2014;May;9;28.1
683;PlayStation;15000000;4741434420.00;Gaming;PlayStation;20292.00;United States;US;Games;41789000;10400;167200;125400;2000000;100000;2005;Dec;16;88.2
748;TV9 Bharatvarsh;14500000;10303519926.00;People & Blogs;TV9 Bharatvarsh;293516.00;India;IN;News;418474000;104600;1700000;1300000;20100000;700000;2018;Nov;19;28.1
25;ChuChu TV Nursery Rhymes & Kids Songs;65900000;45757850229.00;Education;ChuChu TV Nursery Rhymes & Kids Songs;633.00;India;IN;Education;420292000;105100;1700000;1300000;20200000;500000;2013;Feb;9;28.1
31;Tips Official;59300000;33431802698.00;Music;Tips Official;4741.00;India;IN;Music;422634000;105700;1700000;1300000;20300000;600000;2007;May;22;28.1
199;Nick Jr.;27300000;22440611155.00;Film & Animation;Nick Jr.;5438.00;United States;US;Entertainment;42546000;10600;170200;127600;2000000;200000;2012;Sep;27;88.2
